seine_date,site,zone,fish_spp,lep_co,lep_total,cal_total,lat,long,year,month,day,lep_motiles,lep_chal,if (...) NULL
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,1,0,NA,NA,2005,6,5,1,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,1,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,1,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
5-Jun-05,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2005,6,5,0,0,Jackson Pass
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,1,0,NA,NA,2005,5,8,1,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
8-Jun-05,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2005,5,8,0,0,Upper Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,1,NA,NA,NA,2006,4,30,0,1,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Pink,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
30-Apr-06,Lower Laredo,NA,Chum,NA,0,NA,NA,NA,2006,4,30,0,0,Lower Laredo
