brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year
1954,TSAYTIS RIVER,PKE,6,1500,3938.24592002252,837.229704445251,-0.5831219164440468,0,1956,1955
1954,KEMANO RIVER,PKE,6,3500,9189.24048005254,7325.75991389595,0.7386339235382733,0,1956,1955
1954,BRIM RIVER,PKE,6,1500,3938.24592002252,1569.80569583485,0.04548674297833033,0,1956,1955
1954,HOTSPRING CREEK,PKE,6,750,1969.12296001126,1569.80569583485,0.7386339235382756,0,1956,1955
1954,CRAB RIVER,PKE,6,400,1050.198912006,837.229704445251,0.7386339235382726,0,1956,1955
1954,PIKE CREEK,PKE,6,400,1050.198912006,1569.80569583485,1.3672425829606498,0,1956,1955
1954,WEEWANIE CREEK,PKE,6,400,1050.198912006,3139.61139166969,2.060389763520592,0,1956,1955
1954,HUGH CREEK,PKE,6,750,1969.12296001126,1569.80569583485,0.7386339235382756,0,1956,1955
1954,EAGLE BAY CREEK,PKE,6,25,65.6374320003753,NA,NA,0,1956,1955
1954,KILDALA RIVER,PKE,6,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955
1954,DALA RIVER,PKE,6,1500,3938.24592002252,1569.80569583485,0.04548674297833033,0,1956,1955
1954,WATHL CREEK,PKE,6,1500,3938.24592002252,7325.75991389595,1.585931783925477,0,1956,1955
1954,KITIMAT RIVER,PKE,6,15000,39382.4592002252,209307.426111313,2.6357539084241552,0,1956,1955
1954,BISH CREEK,PKE,6,7500,19691.2296001126,31396.1139166969,1.4317811040982178,0,1956,1955
1954,GILTTOYEES CREEK,PKE,6,1500,3938.24592002252,1569.80569583485,0.04548674297833033,0,1956,1955
1954,FOCH RIVER,PKE,6,3500,9189.24048005254,1569.80569583485,-0.8018111174088733,0,1956,1955
1954,KIHESS CREEK,PKE,6,400,1050.198912006,418.614852222626,0.04548674297832863,0,1956,1955
1954,KITKIATA CREEK,PKE,6,3500,9189.24048005254,31396.1139166969,2.1939211561451146,0,1956,1955
1954,QUAAL RIVER,PKE,6,15000,39382.4592002252,209307.426111313,2.6357539084241552,0,1956,1955
1954,KISKOSH CREEK,PKE,6,3500,9432.95011623119,79730.3069063488,3.1258868073324453,0,1956,1955
1954,CRAB HARBOUR CREEK,PKE,8,1500,4042.69290695623,NA,NA,0,1956,1955
1954,COOPER INLET CREEKS,PKE,7,15000,40426.9290695623,34170.1315312923,0.8233017143383984,0,1956,1955
1954,KISAMEET RIVER,PKE,8,3500,9432.95011623119,455.601753750564,-2.03889916659107,0,1956,1955
1954,SAGAR CREEK,PKE,8,7500,20213.4645347811,3417.01315312923,-0.7861361980957021,0,1956,1955
1954,EVANS INLET #3 CREEK,PKE,8,35000,94329.5011623119,7973.03069063488,-1.479283378655646,0,1956,1955
1954,HOOK NOSE CREEK,PKE,8,31402,84632.4284428263,49318.8898434986,0.45143558363356817,0,1956,1955
1954,JENNY BAY CREEKS,PKE,8,25000,65637.4320003753,156980.569583485,1.8372462122063853,0,1956,1955
1954,KADJUSDIS RIVER,PKE,7,10000,26951.2860463748,7973.03069063488,-0.22652041016027827,0,1956,1955
1954,KUNSOOT RIVER,PKE,7,15000,40426.9290695623,34170.1315312923,0.8233017143383984,0,1956,1955
1954,BEALE'S LAGOON CREEK,PKE,7,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955
1954,SALLY CREEK,PKE,7,3500,9432.95011623119,NA,NA,0,1956,1955
1954,DEER PASS LAGOON CREEKS,PKE,7,400,1078.05144185499,NA,NA,0,1956,1955
1954,WEBSTER LAKE CREEK,PKE,7,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955
1954,MCLOUGHLIN CREEK,PKE,7,400,1078.05144185499,NA,NA,0,1956,1955
1954,KWAKUSDIS RIVER,PKE,7,13500,36384.236162606,34170.1315312923,0.9286622299962247,0,1956,1955
1954,BULLEY BAY CREEK,PKE,7,75,202.134645347811,911.203507501129,2.497278147910071,0,1956,1955
1954,PRICE CREEK,PKE,6,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955
1954,KITASU CREEK,PKE,7,400,1078.05144185499,3417.01315312923,2.1450575543207178,0,1956,1955
1954,GULL CREEK,PKE,6,400,1078.05144185499,911.203507501129,0.8233017143383994,0,1956,1955
1954,OSMENT CREEK,PKE,6,400,1078.05144185499,1708.50657656462,1.4519103737607753,0,1956,1955
1954,KWAKWA CREEK,PKE,6,400,1078.05144185499,911.203507501129,0.8233017143383994,0,1956,1955
1954,MEYERS PASS CREEK,PKE,6,25,67.3782151159371,1708.50657656462,4.224499096000557,0,1956,1955
1954,GORILLA CREEK,PKE,7,400,1078.05144185499,170.850657656462,-0.8506747192332702,0,1956,1955
1954,LAGOON CREEK,PKE,7,750,2021.34645347811,1708.50657656462,0.8233017143384012,0,1956,1955
1954,MARY COVE CREEK,PKE,7,200,539.025720927497,911.203507501129,1.5164488948983448,0,1956,1955
1954,WATSON BAY CREEK,PKE,7,1500,4042.69290695623,7973.03069063488,1.670599574725603,0,1956,1955
1954,BOTTLENECK CREEK,PKE,7,3500,9432.95011623119,1708.50657656462,-0.7171433266087478,0,1956,1955
1954,JAMES BAY CREEK,PKE,7,5500,14440.2350400826,31396.1139166969,1.7419360324020572,0,1956,1955
1954,CANYON CREEK,PKE,7,200,539.025720927497,911.203507501129,1.5164488948983448,0,1956,1955
1954,DUTHIE CREEK,PKE,7,1500,3938.24592002252,7325.75991389595,1.585931783925477,0,1956,1955
1954,WINDY BAY CREEK,PKE,7,750,1969.12296001126,156.980569583485,-1.5639511694557702,0,1956,1955
1954,CANOONA RIVER,PKE,6,750,1969.12296001126,1569.80569583485,0.7386339235382756,0,1956,1955
1954,SODA CREEK,PKE,6,400,1050.198912006,7325.75991389595,2.9076876239077967,0,1956,1955
1954,LITTLE CREEK,PKE,6,750,2021.34645347811,1708.50657656462,0.8233017143384012,0,1956,1955
1954,QUIGLEY CREEK,PKE,6,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955
1954,POWLES CREEK,PKE,6,400,1078.05144185499,1708.50657656462,1.4519103737607753,0,1956,1955
1954,BLEE CREEK,PKE,6,400,1078.05144185499,911.203507501129,0.8233017143383994,0,1956,1955
1954,BLOOMFIELD CREEK,PKE,6,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955
1954,DALLY CREEK,PKE,6,75,196.912296001126,156.980569583485,0.7386339235382756,0,1956,1955
1954,ARNOUP CREEK,PKE,6,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955
1954,RONALD CREEK,PKE,6,25,65.6374320003753,837.229704445251,3.5112226457780538,0,1956,1955
1954,NIAS CREEK,PKE,6,1500,3938.24592002252,3139.61139166969,0.7386339235382725,0,1956,1955
1954,PACKE CREEK,PKE,6,3500,9432.95011623119,3417.01315312923,-0.023996146048805282,0,1956,1955
1954,TYLER CREEK,PKE,6,750,2021.34645347811,170.850657656462,-1.4792833786556445,0,1956,1955
1954,PYNE CREEK,PKE,6,1500,4042.69290695623,1708.50657656462,0.13015453377845584,0,1956,1955
1954,TRAHEY CREEK,PKE,6,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955
1954,DALLAIN CREEK,PKE,6,750,2021.34645347811,1708.50657656462,0.8233017143384012,0,1956,1955
1954,TALAMOOSA CREEK,PKE,6,75,202.134645347811,7973.03069063488,4.666331848279594,0,1956,1955
1954,WALE CREEK,PKE,6,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955
1954,ARGYH CREEK,PKE,6,25,67.3782151159371,1708.50657656462,4.224499096000557,0,1956,1955
1954,PENN CREEK,PKE,6,75,202.134645347811,3417.01315312923,3.8190339878923893,0,1956,1955
1954,ROLAND CREEK,PKE,6,750,2021.34645347811,7973.03069063488,2.3637467552855487,0,1956,1955
1954,DOUGLAS CREEK,PKE,6,75,202.134645347811,911.203507501129,2.497278147910071,0,1956,1955
1954,CHAPPLE CREEK,PKE,6,1500,4042.69290695623,17085.0657656462,2.4327396267725017,0,1956,1955
1954,BARNARD CREEK,PKE,6,400,1078.05144185499,34170.1315312923,4.447642647314764,0,1956,1955
1954,WEST ARM CREEK,PKE,6,75,196.912296001126,1569.80569583485,3.041219016532321,0,1956,1955
1954,EAST ARM CREEK,PKE,6,75,196.912296001126,3139.61139166969,3.7343661970922635,0,1956,1955
1954,DEVIL CREEK,PKE,6,1500,4042.69290695623,1708.50657656462,0.13015453377845584,0,1956,1955
1954,LIMESTONE CREEK,PKE,6,750,2021.34645347811,7973.03069063488,2.3637467552855487,0,1956,1955
1954,FURY CREEK,PKE,6,200,539.025720927497,1708.50657656462,2.1450575543207204,0,1956,1955
1954,DON CREEK,PKE,6,200,539.025720927497,1708.50657656462,2.1450575543207204,0,1956,1955
1954,LINNEA CREEK,PKE,6,400,1078.05144185499,7973.03069063488,2.9923554147079225,0,1956,1955
1954,DUFFEY CREEK,PKE,6,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955
1954,NOBLE  CREEK,PKE,6,1500,4042.69290695623,7973.03069063488,1.670599574725603,0,1956,1955
1954,KDELMASHAN CREEK,PKE,6,750,2021.34645347811,7973.03069063488,2.3637467552855487,0,1956,1955
1954,SENTINEL CREEK,PKE,6,200,539.025720927497,1708.50657656462,2.1450575543207204,0,1956,1955
1954,CLIFFORD CREEK,PKE,6,3500,9432.95011623119,17085.0657656462,1.5854417663852978,0,1956,1955
1954,SALMON CREEK,PKE,6,1500,4042.69290695623,7973.03069063488,1.670599574725603,0,1956,1955
1954,EAGLE CREEK,PKE,6,15000,40426.9290695623,17085.0657656462,0.13015453377845584,0,1956,1955
1954,TRENEMAN CREEK,PKE,6,400,1078.05144185499,3417.01315312923,2.1450575543207178,0,1956,1955
1954,STANNARD CREEK,PKE,6,15000,40426.9290695623,79730.3069063488,1.670599574725603,0,1956,1955
1954,BORROWMAN CREEK,PKE,6,400,1078.05144185499,1708.50657656462,1.4519103737607753,0,1956,1955
1954,WEST CREEK,PKE,6,400,1078.05144185499,17085.0657656462,3.754495466754821,0,1956,1955
1954,CARTWRIGHT CREEK,PKE,6,750,2021.34645347811,1708.50657656462,0.8233017143384012,0,1956,1955
1954,GIL CREEK,PKE,6,400,1078.05144185499,7973.03069063488,2.9923554147079225,0,1956,1955
1954,WINDY ISLAND CREEK,PKE,6,400,1078.05144185499,455.601753750564,0.13015453377845293,0,1956,1955
1954,BLACK ROCK CREEK,PKE,6,2500,6737.82151159371,1708.50657656462,-0.3806710899875347,0,1956,1955
1954,TURN CREEK,PKE,6,14000,37731.8004649248,79730.3069063488,1.7395924462125545,0,1956,1955
1954,TURTLE CREEK,PKE,6,5500,14823.2073255062,26197.1008406575,1.56090065746918,0,1956,1955
1954,RIORDAN CREEK,PKE,6,1500,3938.24592002252,7325.75991389595,1.585931783925477,0,1956,1955
1954,EVELYN CREEK,PKE,6,3500,9189.24048005254,31396.1139166969,2.1939211561451146,0,1956,1955
1954,LITTLE TILLHORN CREEK,PKE,6,75,196.912296001126,156.980569583485,0.7386339235382756,0,1956,1955
1954,BIG TILLHORN CREEK,PKE,6,7500,19691.2296001126,7325.75991389595,-0.023506128508623443,0,1956,1955
1954,TUWARTZ CREEK,PKE,6,400,1078.05144185499,3417.01315312923,2.1450575543207178,0,1956,1955
1954,CHERRY CREEK,PKE,6,750,2021.34645347811,911.203507501129,0.19469305491602537,0,1956,1955
1954,WORAN CREEK,PKE,8,7500,19691.2296001126,7325.75991389595,-0.023506128508623443,0,1956,1955
1954,KITLOPE RIVER,PKE,6,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955
1954,WALKUM CREEK,PKE,10,1000,2625.49728001501,52.3268565278282,-2.950245530575663,0,1956,1955
1954,NEKITE RIVER,PKE,10,5000,13127.4864000751,73257.5991389595,2.6845440725935865,0,1956,1955
1954,JOHNSTON CREEK,PKE,9,5000,13475.6430231874,79730.3069063488,2.769211863393713,0,1956,1955
1954,NICKNAQUEET RIVER,PKE,9,300,787.649184004503,3139.61139166969,2.3480718359723727,0,1956,1955
1954,KILBELLA RIVER,PKE,9,500,1312.74864000751,15698.0569583485,3.4466841246404853,0,1956,1955
1954,CLYAK RIVER,PKE,9,100,262.549728001501,NA,NA,0,1956,1955
1954,MACNAIR CREEK,PKE,9,50,134.756430231874,NA,NA,0,1956,1955
1954,KOEYE RIVER,PKE,8,70000,188659.002324624,170850.657656462,0.8922945858253526,0,1956,1955
1954,"NAMU RIVER",PKE,8,200,539.025720927497,455.601753750564,0.8233017143383983,0,1956,1955
1954,NOOTUM RIVER,PKE,8,35000,94329.5011623119,79730.3069063488,0.8233017143383994,0,1956,1955
1954,QUATLENA RIVER,PKE,8,500,1312.74864000751,1569.80569583485,1.1440990316464401,0,1956,1955
1954,KWATNA RIVER,PKE,8,20000,52509.9456003002,73257.5991389595,1.298249711473696,0,1956,1955
1954,ASSEEK RIVER,PKE,8,200,525.099456003002,1569.80569583485,2.060389763520595,0,1956,1955
1954,TALEOMEY RIVER,PKE,8,400,1050.198912006,837.229704445251,0.7386339235382726,0,1956,1955
1954,NOEICK RIVER,PKE,8,400,1050.198912006,1569.80569583485,1.3672425829606498,0,1956,1955
1954,CAMP CREEK,PKE,8,750,1969.12296001126,156.980569583485,-1.5639511694557702,0,1956,1955
1954,BELLA COOLA RIVER,PKE,8,75000,196912.296001126,941883.417500908,2.5303933927663285,0,1956,1955
1954,NECLEETSCONNAY RIVER,PKE,8,750,1969.12296001126,15698.0569583485,3.041219016532321,0,1956,1955
1954,NOOSESECK RIVER,PKE,8,4000,10501.98912006,7325.75991389595,0.6051025309137508,0,1956,1955
1954,DEAN RIVER,PKE,8,2000,5250.99456003002,15698.0569583485,2.060389763520595,0,1956,1955
1954,KIMSQUIT RIVER,PKE,8,7500,19691.2296001126,15698.0569583485,0.7386339235382756,0,1956,1955
1954,SKOWQUILTZ RIVER,PKE,8,3500,9189.24048005254,15698.0569583485,1.5007739755851723,0,1956,1955
1954,DEEP BAY CREEK,PKE,8,75,196.912296001126,209.307426111313,1.0263159959900547,0,1956,1955
1954,CASCADE RIVER,PKE,8,7500,19691.2296001126,3139.61139166969,-0.870803988895828,0,1956,1955
1954,ELCHO CREEK,PKE,8,8500,22316.7268801276,73257.5991389595,2.1539158215314163,0,1956,1955
1954,FRENCHMAN CREEK,PKE,8,3500,9189.24048005254,15698.0569583485,1.5007739755851723,0,1956,1955
1954,MARTIN RIVER,PKE,8,200,525.099456003002,418.614852222626,0.738633923538274,0,1956,1955
1954,GOAT BUSHU CREEK,PKE,7,750,2021.34645347811,1708.50657656462,0.8233017143384012,0,1956,1955
1954,WALKER LAKE CREEK,PKE,7,400,1078.05144185499,56.9502192188205,-1.949287007901383,0,1956,1955
1954,CLATSE CREEK,PKE,7,35000,94329.5011623119,79730.3069063488,0.8233017143383994,0,1956,1955
1954,ROSCOE CREEK,PKE,7,3000,7876.49184004503,7325.75991389595,0.8927846033655316,0,1956,1955
1954,LEE CREEK,PKE,7,75,196.912296001126,418.614852222626,1.7194631765500001,0,1956,1955
1954,QUARTCHA CREEK,PKE,7,9000,23629.4755201351,7325.75991389595,-0.20582768530257806,0,1956,1955
1954,BULLOCK CHANNEL CREEKS,PKE,7,1500,4042.69290695623,17085.0657656462,2.4327396267725017,0,1956,1955
1954,PINE RIVER,PKE,7,3500,9189.24048005254,7325.75991389595,0.7386339235382733,0,1956,1955
1954,CHAMISS CREEK,PKE,7,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955
1954,NEEKAS CREEK,PKE,7,20000,53902.5720927497,170850.657656462,2.1450575543207204,0,1956,1955
1955,TANKEEAH RIVER,PKO,7,550,1411.09579154252,641.84484900125,0.15442832803462223,0,1957,1956
1955,"NAMELESS CREEK",PKO,7,24000,61575.0890854919,21394.8283000417,-0.11490460574896082,0,1957,1956
1955,SALMON BAY CREEK,PKO,7,20000,51312.5742379099,3209.22424500625,-1.829703033840889,0,1957,1956
1955,HIRD POINT CREEK,PKO,7,400,1026.2514847582,427.896566000833,0.06741695104499157,0,1957,1956
1955,LARD CREEK,PKO,7,3500,6697.41298435454,NA,NA,0,1957,1956
1955,KAINET CREEK,PKO,7,110000,210490.122365428,132886.563274022,0.18901549078248392,0,1957,1956
1955,KORICH CREEK,PKO,7,750,1435.15992521883,354.364168730726,-0.7497480969437277,0,1957,1956
1955,POISON COVE CREEK,PKO,7,75,143.515992521883,132.886563274022,0.5720077430385899,0,1957,1956
1955,MUSSEL RIVER,PKO,7,3500,6697.41298435454,62013.729527877,2.8745928360326367,0,1957,1956
1955,BOLIN BAY CREEK,PKO,7,1500,2870.31985043766,1328.86563274022,-0.12113943752135542,0,1957,1956
1955,CARTER RIVER,PKO,7,1500,2870.31985043766,26577.3126548044,2.8745928360326354,0,1957,1956
1955,GREEN RIVER,PKO,6,3500,6697.41298435454,44.2955210913407,-4.369634679570714,0,1957,1956
1955,TAYLOR CREEK,PKO,6,75,143.515992521883,44.2955210913407,-0.526604545629519,0,1957,1956
1955,MARSHALL CREEK,PKO,6,1500,2870.31985043766,44.2955210913407,-3.52233681918351,0,1957,1956
1955,KHUTZE RIVER,PKO,6,3500,6697.41298435454,708.728337461451,-1.5970459573309328,0,1957,1956
1955,DOME CREEK,PKO,6,7500,14351.5992521883,1328.86563274022,-1.7305773499554558,0,1957,1956
1955,AALTANHASH RIVER,PKO,6,750,1435.15992521883,NA,NA,0,1957,1956
1955,SCOW BAY CREEK,PKO,6,3500,6697.41298435454,6201.3729527877,0.572007743038591,0,1957,1956
1955,KLEKANE RIVER,PKO,6,3500,6697.41298435454,132.886563274022,-3.271022390902605,0,1957,1956
1955,ANGLER COVE CREEK,PKO,6,200,382.709313391688,44.2955210913407,-1.5074337986412454,0,1957,1956
1955,GOAT RIVER,PKO,6,200,382.709313391688,NA,NA,0,1957,1956
1955,PARIL RIVER,PKO,6,400,765.418626783376,44.2955210913407,-2.200580979201191,0,1957,1956
1955,KILTUISH RIVER,PKO,6,1500,2870.31985043766,44.2955210913407,-3.52233681918351,0,1957,1956
1955,KOWESAS RIVER,PKO,6,1500,2870.31985043766,NA,NA,0,1957,1956
1955,TSAYTIS RIVER,PKO,6,750,1435.15992521883,44.2955210913407,-2.8291896386235647,0,1957,1956
1955,KEMANO RIVER,PKO,6,1500,2870.31985043766,354.364168730726,-1.442895277503673,0,1957,1956
1955,BRIM RIVER,PKO,6,1500,2870.31985043766,NA,NA,0,1957,1956
1955,HOTSPRING CREEK,PKO,6,1500,2870.31985043766,NA,NA,0,1957,1956
1955,CRAB RIVER,PKO,6,750,1435.15992521883,NA,NA,0,1957,1956
1955,PIKE CREEK,PKO,6,750,1435.15992521883,NA,NA,0,1957,1956
1955,WEEWANIE CREEK,PKO,6,750,1435.15992521883,44.2955210913407,-2.8291896386235647,0,1957,1956
1955,HUGH CREEK,PKO,6,750,1435.15992521883,NA,NA,0,1957,1956
1955,KILDALA RIVER,PKO,6,1500,2870.31985043766,1328.86563274022,-0.12113943752135542,0,1957,1956
1955,DALA RIVER,PKO,6,1500,2870.31985043766,708.728337461451,-0.7497480969437291,0,1957,1956
1955,WATHL CREEK,PKO,6,750,1435.15992521883,NA,NA,0,1957,1956
1955,KITIMAT RIVER,PKO,6,7500,14351.5992521883,2657.73126548044,-1.0374301693955104,0,1957,1956
1955,BISH CREEK,PKO,6,1500,2870.31985043766,708.728337461451,-0.7497480969437291,0,1957,1956
1955,GILTTOYEES CREEK,PKO,6,1500,2870.31985043766,1328.86563274022,-0.12113943752135542,0,1957,1956
1955,FOCH RIVER,PKO,6,1500,2870.31985043766,708.728337461451,-0.7497480969437291,0,1957,1956
1955,KIHESS CREEK,PKO,6,75,143.515992521883,132.886563274022,0.5720077430385899,0,1957,1956
1955,KITKIATA CREEK,PKO,6,1500,2870.31985043766,708.728337461451,-0.7497480969437291,0,1957,1956
1955,QUAAL RIVER,PKO,6,7500,14351.5992521883,6201.3729527877,-0.19013230900830577,0,1957,1956
1955,KISKOSH CREEK,PKO,6,1500,3848.44306784325,3209.22424500625,0.7605641316049377,0,1957,1956
1955,HARTLEY BAY CREEK,PKO,6,750,1924.22153392162,855.793132001666,0.13195547218256265,0,1957,1956
1955,COOPER INLET CREEKS,PKO,7,7500,19242.2153392162,7488.18990501458,-0.0015759204419595705,0,1957,1956
1955,KISAMEET RIVER,PKO,8,200,513.125742379099,427.896566000833,0.7605641316049369,0,1957,1956
1955,SAGAR CREEK,PKO,8,200,513.125742379099,855.793132001666,1.4537113121648821,0,1957,1956
1955,EVANS INLET #3 CREEK,PKO,8,400,1026.2514847582,7488.18990501458,2.9296178319744604,0,1957,1956
1955,HOOK NOSE CREEK,PKO,8,1319,3384.06427099016,4991.41344239972,1.330845250909053,0,1957,1956
1955,JENNY BAY CREEKS,PKO,8,6000,11481.2794017506,2657.73126548044,-0.8142866180813008,0,1957,1956
1955,KADJUSDIS RIVER,PKO,7,2200,5644.38316617009,3209.22424500625,0.37757187934883185,0,1957,1956
1955,KUNSOOT RIVER,PKO,7,12500,32070.3588986937,6418.4484900125,-0.6665522240352081,0,1957,1956
1955,BEALE'S LAGOON CREEK,PKO,7,750,1924.22153392162,7488.18990501458,2.301009172552086,0,1957,1956
1955,SALLY CREEK,PKO,7,400,1026.2514847582,NA,NA,0,1957,1956
1955,WEBSTER LAKE CREEK,PKO,7,1800,4618.13168141189,2139.48283000417,0.17277746670282018,0,1957,1956
1955,SHIP POINT CREEK,PKO,7,250,641.407177973874,NA,NA,0,1957,1956
1955,KWAKUSDIS RIVER,PKO,7,7000,17959.4009832685,21394.8283000417,1.1172390755436714,0,1957,1956
1955,BULLEY BAY CREEK,PKO,7,75,192.422153392162,855.793132001666,2.4345405651766083,0,1957,1956
1955,PRICE CREEK,PKO,6,1500,3848.44306784325,160.461212250312,-2.2351681419490563,0,1957,1956
1955,KITASU CREEK,PKO,7,1500,3848.44306784325,53.4870707501041,-3.333780430617164,0,1957,1956
1955,GULL CREEK,PKO,6,200,513.125742379099,NA,NA,0,1957,1956
1955,OSMENT CREEK,PKO,6,75,192.422153392162,NA,NA,0,1957,1956
1955,KWAKWA CREEK,PKO,6,400,1026.2514847582,NA,NA,0,1957,1956
1955,MEYERS PASS CREEK,PKO,6,75,192.422153392162,NA,NA,0,1957,1956
1955,GORILLA CREEK,PKO,7,75,192.422153392162,NA,NA,0,1957,1956
1955,LAGOON CREEK,PKO,7,400,1026.2514847582,NA,NA,0,1957,1956
1955,MARY COVE CREEK,PKO,7,200,513.125742379099,NA,NA,0,1957,1956
1955,WATSON BAY CREEK,PKO,7,200,513.125742379099,427.896566000833,0.7605641316049369,0,1957,1956
1955,BOTTLENECK CREEK,PKO,7,1500,3848.44306784325,NA,NA,0,1957,1956
1955,JAMES BAY CREEK,PKO,7,5500,10524.5061182714,1771.82084365363,-1.1327403491998336,0,1957,1956
1955,CANYON CREEK,PKO,7,75,192.422153392162,855.793132001666,2.4345405651766083,0,1957,1956
1955,DUTHIE CREEK,PKO,7,75,143.515992521883,1328.86563274022,2.8745928360326354,0,1957,1956
1955,WINDY BAY CREEK,PKO,7,75,143.515992521883,708.728337461451,2.245984176610262,0,1957,1956
1955,CANOONA RIVER,PKO,6,35000,66974.1298435454,26577.3126548044,-0.2752901173486138,0,1957,1956
1955,SODA CREEK,PKO,6,1500,2870.31985043766,708.728337461451,-0.7497480969437291,0,1957,1956
1955,LITTLE CREEK,PKO,6,750,1924.22153392162,160.461212250312,-1.5420209613891112,0,1957,1956
1955,QUIGLEY CREEK,PKO,6,75,192.422153392162,NA,NA,0,1957,1956
1955,POWLES CREEK,PKO,6,75,192.422153392162,53.4870707501041,-0.33804815706317326,0,1957,1956
1955,BLEE CREEK,PKO,6,25,64.1407177973874,NA,NA,0,1957,1956
1955,BLOOMFIELD CREEK,PKO,6,1500,3848.44306784325,53.4870707501041,-3.333780430617164,0,1957,1956
1955,DALLY CREEK,PKO,6,75,143.515992521883,NA,NA,0,1957,1956
1955,ARNOUP CREEK,PKO,6,200,382.709313391688,708.728337461451,1.2651549235985358,0,1957,1956
1955,RONALD CREEK,PKO,6,25,47.838664173961,NA,NA,0,1957,1956
1955,NIAS CREEK,PKO,6,75,143.515992521883,2657.73126548044,3.5677400165925808,0,1957,1956
1955,PACKE CREEK,PKO,6,400,1026.2514847582,53.4870707501041,-2.012024590634845,0,1957,1956
1955,TYLER CREEK,PKO,6,25,64.1407177973874,1604.61212250312,4.1617615132670895,0,1957,1956
1955,PYNE CREEK,PKO,6,25,64.1407177973874,855.793132001666,3.5331528538447183,0,1957,1956
1955,BUSEY CREEK,PKO,6,25,64.1407177973874,53.4870707501041,0.7605641316049364,0,1957,1956
1955,TRAHEY CREEK,PKO,6,1500,3848.44306784325,855.793132001666,-0.5611917083773826,0,1957,1956
1955,STEEP CREEK,PKO,6,75,192.422153392162,NA,NA,0,1957,1956
1955,DALLAIN CREEK,PKO,6,75,192.422153392162,NA,NA,0,1957,1956
