gfe_id,brood_year,river,species,indicator,long,lat,area,con_unit,spawners,returns,total_er,recruits,recruits_age2,recruits_age3,recruits_age4,recruits_age5,recruits_age6,recruits_age7,returns_proportion_age_2,returns_proportion_age_3,returns_proportion_age_4,returns_proportion_age_5,returns_proportion_age_6,returns_proportion_age_7
1030,1954,KILTUISH RIVER,CO,Y,53.32185974,-128.4666393,6,CO-30,3500,5243.50415304555,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,1954,KOWESAS RIVER,CO,N,53.33685277,-128.123081,6,CO-30,1500,2247.21606559095,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,1954,TSAYTIS RIVER,CO,N,53.24219345,-127.8752392,6,CO-30,3500,5243.50415304555,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,1954,KEMANO RIVER,CO,N,53.48393942,-128.124811,6,CO-30,3500,5243.50415304555,0.332507442,4821.60431817129,NA,1603.59091224505,3218.01340592624,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1036,1954,BRIM RIVER,CO,Y,53.51182731,-128.365566,6,CO-30,750,1123.60803279548,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,1954,HOTSPRING CREEK,CO,N,53.44945498,-128.5530455,6,CO-30,75,112.360803279548,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,1954,CRAB RIVER,CO,N,53.566617,-128.7645042,6,CO-30,200,299.62880874546,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,1954,PIKE CREEK,CO,Y,53.67252032,-128.800662,6,CO-30,400,599.25761749092,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,1954,WEEWANIE CREEK,CO,N,53.69089405,-128.7861288,6,CO-30,750,1123.60803279548,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,1954,HUGH CREEK,CO,Y,53.72669583,-128.7765049,6,CO-30,200,299.62880874546,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,1954,FALLS RIVER,CO,N,53.82492028,-128.5180864,6,CO-30,25,37.4536010931825,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,1954,KILDALA RIVER,CO,N,53.82198259,-128.4914246,6,CO-30,1500,2247.21606559095,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,1954,DALA RIVER,CO,N,53.84845275,-128.5140991,6,CO-30,3500,5243.50415304555,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,1954,WATHL CREEK,CO,N,53.97886983,-128.6515821,6,CO-29,400,686.519237758789,0.417350632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,1954,KITIMAT RIVER,CO,N,54.01089397,-128.6622911,6,CO-29,7500,12872.2357079773,0.417350632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,1954,BISH CREEK,CO,N,53.92314593,-128.7381649,6,CO-29,1500,2574.44714159546,0.417350632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,1954,GILTTOYEES CREEK,CO,N,53.90056042,-129.026727,6,CO-29,3500,6007.0433303894,0.417350632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,1954,FOCH RIVER,CO,N,53.8323825,-129.0927817,6,CO-29,1500,2574.44714159546,0.417350632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,1954,KITKIATA CREEK,CO,N,53.63855286,-129.2723196,6,CO-27,3500,5009.48307311628,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,1954,QUAAL RIVER,CO,Y,53.64819487,-129.3034067,6,CO-27,3500,5009.48307311628,0.301325117,2159.52374518092,NA,1834.35104250055,303.080882327925,22.0918203524428,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1087,1954,KISKOSH CREEK,CO,Y,53.57668235,-129.3492324,6,CO-30,750,1123.60803279548,0.332507442,857.414802817921,NA,213.812121632673,643.602681185248,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1785,1954,CRAB HARBOUR CREEK,CO,N,51.90057748,-128.0335745,8,CO-27,200,286.256175606645,0.301325117,287.515702779314,NA,244.580139000073,40.41078431039,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1786,1954,WATT CREEK,CO,N,51.84058976,-128.1009622,7,CO-27,350,500.948307311628,0.301325117,430.011164434546,NA,366.87020850011,60.6161764655851,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1787,1954,KILDIDT CREEK,CO,N,51.87576632,-128.1082934,7,CO-27,750,1073.46065852492,0.301325117,574.715808125022,NA,489.160278000147,80.8215686207801,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1788,1954,KILDIDT LAGOON #2 CREEK,CO,N,51.94563092,-128.0202237,7,CO-27,400,572.51235121329,0.301325117,398.645359632887,NA,244.580139000073,151.540441163963,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1789,1954,STEWART CREEK,CO,N,51.89771053,-128.1209246,7,CO-27,750,1073.46065852492,0.301325117,572.506626089777,NA,489.160278000147,80.8215686207801,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1791,1954,COOPER INLET CREEKS,CO,N,52.04428874,-128.0685051,7,CO-27,350,500.948307311628,0.301325117,169.012802482553,NA,122.290069500037,40.41078431039,6.31194867212652,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1793,1954,KISAMEET RIVER,CO,N,51.96670781,-127.878263,8,CO-27,1500,2146.92131704984,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,1954,SAGAR CREEK,CO,N,52.09708849,-127.8398999,8,CO-27,750,1073.46065852492,0.301325117,643.22549863296,NA,489.160278000147,151.540441163963,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1796,1954,HOOK NOSE CREEK,CO,N,52.12406444,-127.8392708,8,CO-27,400,572.51235121329,0.301325117,1019.02677099672,NA,880.488500400264,134.972019596703,3.56625099975148,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1798,1954,JENNY BAY CREEKS,CO,N,52.22402973,-127.5983892,8,CO-30,400,599.25761749092,0.332507442,299.625812457373,NA,213.812121632673,85.8136908246998,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1800,1954,KADJUSDIS RIVER,CO,N,52.15334331,-128.0439752,7,CO-27,8500,12165.8874632824,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,1954,KUNSOOT RIVER,CO,N,52.14752969,-128.0032743,7,CO-27,325,465.166285360798,0.301325117,407.912187677713,NA,366.87020850011,40.41078431039,0.63119486721265206,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1803,1954,BEALE'S LAGOON CREEK,CO,N,52.18328305,-127.9827278,7,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,1954,SALLY CREEK,CO,N,52.20806571,-128.0749039,7,CO-27,1500,2146.92131704984,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,1954,MCLOUGHLIN CREEK,CO,Y,52.13704037,-128.1469215,7,CO-27,400,572.51235121329,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,1954,SHIP POINT CREEK,CO,N,52.08435032,-128.1578794,7,CO-27,350,500.948307311628,0.301325117,287.515702779314,NA,244.580139000073,40.41078431039,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1812,1954,SOUND POINT LAGOON CREEK,CO,N,52.20256821,-128.4158348,7,CO-27,400,572.51235121329,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,1954,KWAKUSDIS RIVER,CO,N,52.301115,-128.1188097,7,CO-27,550,787.204482918273,0.301325117,294.458846318653,NA,244.580139000073,40.41078431039,9.46792300818978,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1817,1954,PRICE CREEK,CO,N,52.47058586,-128.7337224,6,CO-27,1500,2146.92131704984,0.301325117,1073.44992391833,NA,917.175521250275,151.540441163963,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1820,1954,KITASU CREEK,CO,Y,52.58795783,-128.5234237,7,CO-27,75,107.346065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,1954,GULL CREEK,CO,N,52.50740738,-128.6815323,6,CO-27,25,35.7820219508306,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,1954,OSMENT CREEK,CO,N,52.52708141,-128.6799019,6,CO-27,75,107.346065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,1954,KWAKWA CREEK,CO,N,52.55726067,-128.6516429,6,CO-27,1500,2146.92131704984,0.301325117,1874.91962552774,NA,1834.35104250055,40.41078431039,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1824,1954,MEYERS PASS CREEK,CO,N,52.59852404,-128.5862343,6,CO-27,75,107.346065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,1954,GORILLA CREEK,CO,N,52.7114767,-128.3166915,7,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,1954,LAGOON CREEK,CO,N,52.60264145,-128.4415791,7,CO-27,750,1073.46065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,1954,MARY COVE CREEK,CO,N,52.6175871,-128.4349191,7,CO-27,400,572.51235121329,0.301325117,45.8843602082086,NA,30.5725173750092,15.1540441163963,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1832,1954,BOTTLENECK CREEK,CO,N,52.7048413,-128.3887694,7,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,1954,JAMES BAY CREEK,CO,N,52.71883322,-128.2241105,7,CO-26,450,674.164819677285,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,1954,GEISH CREEK,CO,N,52.69234387,-128.2902836,7,CO-27,75,107.346065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,1954,DUTHIE CREEK,CO,N,52.77874638,-128.2797029,7,CO-26,200,299.62880874546,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,1954,WINDY BAY CREEK,CO,N,52.77533684,-128.203339,7,CO-26,75,112.360803279548,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,1954,CANOONA RIVER,CO,Y,53.07332555,-128.5682631,6,CO-30,1500,2247.21606559095,0.332507442,1689.40460306975,NA,1603.59091224505,85.8136908246998,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1839,1954,SODA CREEK,CO,N,52.83439164,-128.5490827,6,CO-30,200,299.62880874546,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,1954,LITTLE CREEK,CO,N,52.68909378,-128.5823154,6,CO-27,750,1073.46065852492,0.301325117,957.744104277468,NA,917.175521250275,40.41078431039,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1841,1954,QUIGLEY CREEK,CO,N,52.65442129,-128.7348686,6,CO-27,400,572.51235121329,0.301325117,496.736405507796,NA,489.160278000147,5.05134803879876,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1842,1954,POWLES CREEK,CO,N,52.70288154,-128.7424621,6,CO-27,400,572.51235121329,0.301325117,494.369424755749,NA,489.160278000147,5.05134803879876,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1843,1954,BLEE CREEK,CO,Y,52.7447889,-128.7245874,6,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,1954,BLOOMFIELD CREEK,CO,N,52.85706361,-128.6822633,6,CO-27,400,572.51235121329,0.301325117,1840.66478027377,NA,1834.35104250055,5.05134803879876,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1846,1954,DALLY CREEK,CO,N,52.88580985,-128.6646799,6,CO-27,750,1073.46065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,1954,ARNOUP CREEK,CO,Y,52.97206815,-128.6766942,6,CO-27,750,1073.46065852492,0.301325117,289.724884814558,NA,244.580139000073,40.41078431039,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1851,1954,RONALD CREEK,CO,N,52.94241648,-128.6842255,6,CO-27,25,35.7820219508306,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,1954,NIAS CREEK,CO,Y,52.92332209,-128.7438342,6,CO-27,750,1073.46065852492,0.301325117,4365.70796262616,NA,4280.15243250128,80.8215686207801,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1853,1954,PACKE CREEK,CO,N,52.91622098,-128.7440702,6,CO-27,400,572.51235121329,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,1954,TYLER CREEK,CO,Y,52.84756981,-128.7815193,6,CO-27,750,1073.46065852492,0.301325117,532.095841779387,NA,489.160278000147,40.41078431039,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1855,1954,PYNE CREEK,CO,N,52.84861233,-128.8130831,6,CO-27,750,1073.46065852492,0.301325117,1840.66478027377,NA,1834.35104250055,5.05134803879876,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1857,1954,TRAHEY CREEK,CO,N,52.71431366,-128.8064778,6,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,1954,DALLAIN CREEK,CO,N,52.65756745,-128.8901262,6,CO-27,400,572.51235121329,0.301325117,571.244236355352,NA,489.160278000147,80.8215686207801,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1860,1954,TALAMOOSA CREEK,CO,N,52.71935107,-128.9784323,6,CO-27,1500,2146.92131704984,0.301325117,1073.44992391833,NA,917.175521250275,151.540441163963,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1862,1954,EVINRUDE CREEK,CO,N,52.80593587,-129.075614,6,CO-27,400,572.51235121329,0.301325117,571.244236355352,NA,489.160278000147,80.8215686207801,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1863,1954,WALE CREEK,CO,N,52.83857448,-129.0019183,6,CO-27,3500,5009.48307311628,0.301325117,18386.4459887847,NA,18343.5104250055,40.41078431039,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1864,1954,ARGYH CREEK,CO,N,52.90488709,-129.0299035,6,CO-27,75,107.346065852492,0.301325117,286.253313044889,NA,244.580139000073,40.41078431039,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1865,1954,PENN CREEK,CO,N,52.97477163,-128.9447984,6,CO-27,200,286.256175606645,0.301325117,286.253313044889,NA,244.580139000073,40.41078431039,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1866,1954,ROLAND CREEK,CO,N,52.95584244,-129.1315474,6,CO-27,75,107.346065852492,0.301325117,326.664097355279,NA,244.580139000073,80.8215686207801,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1867,1954,DOUGLAS CREEK,CO,N,52.98030323,-129.1321577,6,CO-27,750,1073.46065852492,0.301325117,1854.23904812104,NA,1834.35104250055,15.1540441163963,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1868,1954,CHAPPLE CREEK,CO,N,52.96944221,-129.1486386,6,CO-27,400,572.51235121329,0.301325117,1876.02421654537,NA,1834.35104250055,40.41078431039,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1869,1954,BARNARD CREEK,CO,N,53.05299489,-129.1196246,6,CO-27,25,35.7820219508306,0.301325117,570.13964533773,NA,489.160278000147,80.8215686207801,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1870,1954,WEST ARM CREEK,CO,N,53.13776812,-128.9774447,6,CO-27,25,35.7820219508306,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,1954,EAST ARM CREEK,CO,N,53.15821842,-128.8934607,6,CO-27,400,572.51235121329,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,1954,DEVIL CREEK,CO,N,52.818551480000004,-129.2584922,6,CO-27,200,286.256175606645,0.301325117,286.253313044889,NA,244.580139000073,40.41078431039,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1874,1954,LIMESTONE CREEK,CO,N,52.69269128,-129.0614199,6,CO-27,400,572.51235121329,0.301325117,1990.62544516861,NA,1834.35104250055,151.540441163963,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1875,1954,FURY CREEK,CO,N,52.66667953,-129.0168294,6,CO-27,400,572.51235121329,0.301325117,1988.41626313336,NA,1834.35104250055,151.540441163963,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1876,1954,DON CREEK,CO,N,52.51110175,-128.9409887,6,CO-27,400,572.51235121329,0.301325117,1986.04928238132,NA,1834.35104250055,151.540441163963,0.15779871680316301,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1877,1954,LINNEA CREEK,CO,N,52.4985573,-128.9976903,6,CO-27,750,1073.46065852492,0.301325117,1073.44992391833,NA,917.175521250275,151.540441163963,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1878,1954,DUFFEY CREEK,CO,N,52.53617922,-129.0226472,6,CO-27,3500,5009.48307311628,0.301325117,4587.9672763333,NA,4280.15243250128,303.080882327925,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1879,1954,NOBLE  CREEK,CO,N,52.53967422,-129.0296823,6,CO-27,3500,5009.48307311628,0.301325117,2139.95670429733,NA,1834.35104250055,303.080882327925,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1880,1954,KDELMASHAN CREEK,CO,N,52.53099367,-129.0478249,6,CO-27,1500,2146.92131704984,0.301325117,2159.52374518092,NA,1834.35104250055,303.080882327925,22.0918203524428,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1881,1954,SENTINEL CREEK,CO,N,52.55077023,-129.0951148,6,CO-27,750,1073.46065852492,0.301325117,1988.41626313336,NA,1834.35104250055,151.540441163963,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1882,1954,CLIFFORD CREEK,CO,N,52.60577319,-129.1228764,6,CO-27,3500,5009.48307311628,0.301325117,4592.7012378374,NA,4280.15243250128,303.080882327925,9.46792300818978,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1886,1954,SALMON CREEK,CO,N,52.67494704,-129.187924,6,CO-27,7500,10734.6065852492,0.301325117,4992.07511943721,NA,4280.15243250128,707.188725431826,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1887,1954,EAGLE CREEK,CO,N,52.67538,-129.1750733,6,CO-27,7500,10734.6065852492,0.301325117,9888.41186094277,NA,9171.75521250275,707.188725431826,9.46792300818978,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1888,1954,TRENEMAN CREEK,CO,N,52.69363978,-129.2271413,6,CO-27,400,572.51235121329,0.301325117,46.9889512258307,NA,30.5725173750092,15.1540441163963,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1889,1954,STANNARD CREEK,CO,N,52.73595588,-129.2619134,6,CO-27,3500,5009.48307311628,0.301325117,9883.67789943867,NA,9171.75521250275,707.188725431826,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1890,1954,BORROWMAN CREEK,CO,N,52.737363,-129.2634187,6,CO-27,1500,2146.92131704984,0.301325117,643.22549863296,NA,489.160278000147,151.540441163963,2.52477946885061,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1891,1954,WEST CREEK,CO,N,52.74373064,-129.2853664,6,CO-27,200,286.256175606645,0.301325117,4587.9672763333,NA,4280.15243250128,303.080882327925,4.73396150409489,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1894,1954,CARTWRIGHT CREEK,CO,N,53.02134606,-129.430029,6,CO-27,750,1073.46065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,1954,GIL CREEK,CO,N,53.10570486,-129.2078117,6,CO-30,75,112.360803279548,0.332507442,299.625812457373,NA,213.812121632673,85.8136908246998,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1905,1954,RIORDAN CREEK,CO,Y,53.43369035,-128.9584732,6,CO-30,400,599.25761749092,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,1954,EVELYN CREEK,CO,Y,53.58428483,-128.9555479,6,CO-30,400,599.25761749092,0.332507442,198.353896853484,NA,26.7265152040841,171.6273816494,NA,NA,NA,NA,0.71359,0.2864,NA,NA,NA
1910,1954,BIG TILLHORN CREEK,CO,N,53.58073424,-129.1793971,6,CO-30,25,37.4536010931825,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,1954,CRIDGE INLET CREEK,CO,N,53.34316183,-129.5499999,6,CO-27,200,286.256175606645,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,1954,TUWARTZ CREEK,CO,N,53.29191593,-129.5400244,6,CO-27,200,286.256175606645,0.301325117,505.576711850968,NA,489.160278000147,15.1540441163963,1.2623897344253,NA,NA,NA,0.85441,0.14117,0.00441,NA,NA
1919,1954,CHERRY CREEK,CO,N,53.24357827,-129.4994355,6,CO-27,750,1073.46065852492,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7990614,1954,KITLOPE RIVER,CO,N,53.23865871,-127.8716627,6,CO-30,3500,5243.50415304555,0.332507442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7990621,1954,CHOKE PASS CREEKS (3),CO,N,52.36104003,-128.0651776,7,CO-27,400,572.51235121329,0.301325117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1954,CANOE CREEK,CO,N,51.26001236,-127.0155584,10,CO-20,300,404.700791794671,0.258711606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,1954,NEKITE RIVER,CO,N,51.39979138,-127.1173184,10,CO-20,100,134.900263931557,0.258711606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,1954,BOSWELL CREEK,CO,N,51.37707663,-127.4164942,10,CO-20,300,404.700791794671,0.258711606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
